Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Collision Type,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Vehicle Year,Vehicle Make
MCP2603000Z,170524955,Montgomery County Police,Injury Crash,8/15/2017 12:20,STRAIGHT MOVEMENT ANGLE,BF750925-6C52-4F44-A475-CC9735EBABF0,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,58AD0BA0-492A-4810-990C-FB6B6BE6ADF5,DISABLING,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,1994,CHEV
MCP3044006X,230064040,Montgomery County Police,Property Damage Crash,11/2/2023 17:48,SAME DIR REAR END,64AD7CDB-0BF7-4C8B-B8D3-2B8E047355F3,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DF60F01A-7425-40CC-9996-599956ADFE6E,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,30,2023,KIA
DD5660000Q,230068281,Rockville Police Departme,Injury Crash,11/26/2023 17:01,OTHER,58610891-E872-4693-BC03-A81A4AF9F58A,Yes,NO APPARENT INJURY,"N/A, WET",LOOKED BUT DID NOT SEE,MD,59F67CD9-D775-4530-BF2D-E08013FC8EC6,NO DAMAGE,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,35,2021,TOYT
MCP30800047,230072621,Montgomery County Police,Injury Crash,12/19/2023 17:18,STRAIGHT MOVEMENT ANGLE,4F5804CF-4A04-4B25-96C4-141DB7F01B96,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,735159F9-F6B1-4F78-89D6-FF4F9F11D5C9,FUNCTIONAL,THREE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,2010,TOYOTA
MCP3284001S,230072138,Montgomery County Police,Property Damage Crash,12/17/2023 2:06,SINGLE VEHICLE,6BE694FF-E591-43D3-926A-C3CF35F23A8B,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A3FC6879-6CC1-47CD-8F72-1B612D302CCD,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,2016,HYUNDAI
MCP3059003B,180059748,Montgomery County Police,Injury Crash,11/29/2018 19:53,SAME DIR REAR END,B3904DF6-3517-4996-B7DF-7B3E384E1F2F,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,A03B715B-05C4-4292-B124-49E980BE689B,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,35,2015,ACURA
MCP3256002K,230063814,Montgomery County Police,Property Damage Crash,11/1/2023 15:47,SAME DIR REAR END,0959588C-7FDF-4295-B741-40866EACF247,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,5E5D6EBF-994D-4C96-95F2-017053DC6EA8,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,50,2007,MERC
MCP3067002Q,230034846,Montgomery County Police,Property Damage Crash,7/22/2023 2:00,OTHER,FE585699-AF15-485F-ABB9-33C2E07C67DB,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6C37BBF1-BEB7-4681-8876-4FFCD0302DD0,FUNCTIONAL,TWELVE OCLOCK,POLICE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,North,55,2020,DODGE
MCP13780159,230048631,Montgomery County Police,Injury Crash,8/9/2023 17:33,SINGLE VEHICLE,FA33A064-2FB9-4639-B41F-A597D67B898A,Yes,POSSIBLE INJURY,N/A,ADJUSTING AUDIO AND OR CLIMATE CONTROLS,MD,ACC30480-7B07-4AC1-8C10-D6967FD1C945,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2010,INFI
DD5610003V,180015940,Rockville Police Departme,Property Damage Crash,4/2/2018 14:47,OTHER,E3AA0ABE-7D28-449A-8CD5-A51BC1891F96,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,639C1F17-81F0-471D-A7B4-1E7E7B8565E8,FUNCTIONAL,SEVEN OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",SLOWING OR STOPPING,East,25,2015,MACK
DD5665001Q,230065045,Rockville Police Departme,Property Damage Crash,11/8/2023 7:20,STRAIGHT MOVEMENT ANGLE,7C0AAE5D-F480-4D45-9806-ACBC70B763D1,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,A749DA4A-929F-4264-B33A-0266650DD55C,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,25,2020,JEEP
MCP3070001J,200029338,Montgomery County Police,Property Damage Crash,7/28/2020 14:30,SAME DIRECTION SIDESWIPE,85B7B3AC-F3C7-4FA5-9605-39F686F95275,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,D784CCE4-09AA-4591-B168-FA7C94E7C907,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,2016,MERCEDES
MCP32250047,230068361,Montgomery County Police,Injury Crash,11/26/2023 15:15,SAME DIRECTION SIDESWIPE,632C1BF8-E362-449A-888A-24117FF1CEBA,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,FD70A004-5A35-4737-B2E1-EF298A27664E,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,ACCELERATING,South,35,2009,HOND
DD56120041,230049400,Rockville Police Departme,Injury Crash,8/14/2023 13:45,STRAIGHT MOVEMENT ANGLE,263C67B6-D0D5-4DA5-B4CC-13B412D48CB6,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,1EA0B42B-182E-43DB-8B39-E4D3F26D5940,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,25,2022,AUDI
MCP3148005N,230068395,Montgomery County Police,Property Damage Crash,11/26/2023 18:38,SAME DIR REAR END,6F0FFF9F-5028-4DC5-B8FB-305AD13CAEE6,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,FDDD1742-814D-42A6-82C4-C6A45E478B4B,SUPERFICIAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,45,2004,LANDROVER
MCP3263003T,230062573,Montgomery County Police,Property Damage Crash,10/25/2023 19:30,SAME DIRECTION SIDESWIPE,5220A01C-DA62-44D2-9D5F-9A276589775D,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,1EB25273-BFCD-4B1A-814C-056352B433EE,UNKNOWN,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25,2014,FORD
MCP3201004K,230054369,Montgomery County Police,Injury Crash,9/12/2023 7:40,STRAIGHT MOVEMENT ANGLE,885F2457-3B4E-42C6-B637-30841FE190F6,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,B16DC946-80F8-4AD4-A778-9185CA0C0791,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,40,2022,TOYT
MCP2620002P,230067847,Montgomery County Police,Injury Crash,11/22/2023 16:05,HEAD ON,8176E068-90AB-4CB8-986F-1DBD4D6ECAE4,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,901D3974-91EE-4071-9203-904588F2816A,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,35,2013,VOLVO
MCP33420014,230047708,Montgomery County Police,Injury Crash,8/3/2023 21:28,SAME DIR REAR END,BA8739D3-7F26-46B4-9231-991E00DA0DDB,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,A1E8F3EA-3ADE-4E3F-B063-FC9D129B47C8,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,2013,HYUNDAI
MCP3074005X,230059733,Montgomery County Police,Property Damage Crash,10/10/2023 19:07,SAME DIR REAR END,EA77A7FC-62D9-4E26-8397-1231B6434A10,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,XX,0F4F1C1E-B5CF-496B-A681-88A2E36FB738,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,10,2005,HONDA
MCP3335002B,230058043,Montgomery County Police,Injury Crash,10/2/2023 12:00,OTHER,9A7CC81E-BC69-4865-9C40-CF5C1A6A9A86,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,066EF5F8-DC3D-4299-8123-8A24D3BC7DB5,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,5,2009,ACUR
MCP32300053,230073039,Montgomery County Police,Property Damage Crash,12/21/2023 0:00,SAME DIR REAR END,34E3B25B-1DD4-4AB0-8866-14BB9F9F0B9E,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1427DFE3-8BDF-41CE-AC53-337D267DC065,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,2018,HONDA
MCP26370056,230049721,Montgomery County Police,Property Damage Crash,8/16/2023 9:57,STRAIGHT MOVEMENT ANGLE,B64CECA6-7C5D-4652-93B6-FA2D1085F7A6,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,04605345-05CB-40CE-AD32-002F3372AB43,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,40,2014,CHEV
MCP21810056,230060179,Montgomery County Police,Injury Crash,10/12/2023 19:25,SINGLE VEHICLE,C5EFD648-D66D-4F2D-A436-8064520A6748,Yes,SUSPECTED SERIOUS INJURY,N/A,UNKNOWN,MD,6EE58C3D-CB81-4D6F-BFB8-AEE6EADAAD31,DISABLING,TWO OCLOCK,MOTORCYCLE,MOVING CONSTANT SPEED,West,40,1997,SUZUKI
MCP1604001M,190037447,Montgomery County Police,Property Damage Crash,8/6/2019 10:30,SAME DIRECTION SIDESWIPE,FDC7A9A9-7F74-443B-944D-D1D82C94D8F8,Unknown,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DB7E90F8-20A7-4EF8-9E4D-230668F75367,SUPERFICIAL,FIVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,2018,TOYOTA
DD5665001N,230064393,Rockville Police Departme,Property Damage Crash,11/4/2023 13:55,STRAIGHT MOVEMENT ANGLE,E04F5779-84F1-4A5E-833A-1519D811BB27,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,E9ED1F15-0618-4974-9A7B-1FC02838458A,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,South,40,2016,HOND
MCP20590082,230066012,Montgomery County Police,Property Damage Crash,11/13/2023 7:29,SAME DIRECTION SIDESWIPE,CB1D08EB-2253-42A3-B979-A0E7204F242F,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,3E022BAA-F30D-4E71-BC02-F25C440B963A,SUPERFICIAL,SEVEN OCLOCK,(SPORT) UTILITY VEHICLE,CHANGING LANES,South,35,2015,HONDA
EJ7781004D,230051434,Gaithersburg Police Depar,Property Damage Crash,8/26/2023 9:08,HEAD ON LEFT TURN,3CF8FCEE-8DBE-462C-80F3-462C851F7A47,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,172ADA13-9F3E-4840-A20F-93E23D280C0A,DISABLING,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,West,40,2023,VOLK
MCP9301001J,170524066,Montgomery County Police,Property Damage Crash,8/10/2017 10:20,SAME DIR REAR END,E6A84936-82F0-4A2D-B87A-F13AC038A18D,Yes,NO APPARENT INJURY,N/A,BY OTHER OCCUPANTS,MD,F9F39B93-26C5-4D84-BCAF-3C60E91598D8,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,55,2015,NISS
MCP2678004J,230067931,Montgomery County Police,Property Damage Crash,11/23/2023 8:57,STRAIGHT MOVEMENT ANGLE,40376A34-1DBE-43C4-92B1-AB7EA47B4851,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C3795153-0CF8-469D-B37E-5FFB9B0BFF93,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,2013,TOYT
MCP2966006V,230060524,Montgomery County Police,Injury Crash,10/14/2023 16:45,HEAD ON,885E9BA0-9C6E-43D9-A818-016D63EF29FF,Yes,POSSIBLE INJURY,"N/A, RAIN, SNOW",NOT DISTRACTED,MD,02B6F786-800D-4251-828A-8D13CEB02DCE,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,30,2002,TOYOTA
MCP32390036,230058442,Montgomery County Police,Property Damage Crash,10/4/2023 8:54,SAME DIRECTION RIGHT TURN,55D48652-22A1-4103-93E5-F2D1896CDFB3,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,FE9108B5-BFE7-4D71-B483-7A78831917C2,SUPERFICIAL,TWO OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,South,30,2022,METRO
DD562000B7,230062249,Rockville Police Departme,Property Damage Crash,10/24/2023 7:35,STRAIGHT MOVEMENT ANGLE,95B32B9A-46FB-4D82-903E-62E0224050F0,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,27AE6CB9-2C34-437E-993B-6023C216C773,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,30,2015,NISSAN
DM8352000N,230054392,Takoma Park Police Depart,Injury Crash,9/12/2023 9:08,STRAIGHT MOVEMENT ANGLE,42F4D90E-B5C2-44C5-A80E-AFEC9777286A,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,4BA81177-D724-48C4-B24C-5A85A8514C47,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,25,2011,TOYOTA
EJ78860038,230061362,Gaithersburg Police Depar,Property Damage Crash,10/19/2023 7:22,SAME DIR REAR END,53CB84BC-3C35-4A18-99EE-8C8366FA835F,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C1730117-9053-4DDE-A49C-CA50C23F4926,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,25,2014,FORD
DD5603009W,230070071,Rockville Police Departme,Injury Crash,12/5/2023 19:00,SAME DIR REAR END,E9C7B276-5CBE-4036-AE4F-B111D862BEE4,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,A5CA56FD-7242-4CF8-8C42-91C2BF899E40,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,35,2015,TOYT
MCP3145004F,230071785,Montgomery County Police,Property Damage Crash,12/14/2023 18:45,SAME DIRECTION RIGHT TURN,7BA9D292-3DDD-40F6-B53E-EABB894FDC00,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,547B7CD4-5130-4F05-B399-1318F0AD1470,SUPERFICIAL,TWO OCLOCK,PASSENGER CAR,CHANGING LANES,North,40,2012,MERZ
MCP28440076,230071630,Montgomery County Police,Injury Crash,12/14/2023 7:50,STRAIGHT MOVEMENT ANGLE,8CADE459-E3A7-4F93-994C-06E703277F3A,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,4A9FAD74-E3AA-4938-9F48-0F6AA4AE4F9A,DESTROYED,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,1998,ACURA
DD56630008,230061772,Rockville Police Departme,Injury Crash,10/21/2023 9:08,STRAIGHT MOVEMENT ANGLE,7298A797-C460-4541-B090-E97DDE171F30,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DEE7AD72-9AA4-4E47-9C57-C8B6EC0D1942,DISABLING,ONE OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",ACCELERATING,South,25,2006,FORD
MCP2678000R,15022075,Montgomery County Police,Property Damage Crash,5/9/2015 3:09,SAME DIR REAR END,BC66BA91-855A-4B0D-9DA1-5595B976301D,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,4EBF3BB6-E710-4A9F-8C49-5F39BEBC6BDE,DISABLING,TWELVE OCLOCK,STATION WAGON,SLOWING OR STOPPING,West,25,2006,TOYT
DD5652003Z,230067333,Rockville Police Departme,Injury Crash,11/20/2023 6:55,SAME DIR REAR END,46CB4212-8883-4154-B70C-9A4A79CD26CA,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,850B5B02-2406-4845-8575-2208C37DD54A,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,2007,CHRY
MCP22690021,220030654,Montgomery County Police,Property Damage Crash,7/17/2022 6:14,SAME DIR REAR END,06327DE8-C98C-46AD-801A-8A11E4D70A65,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7BB90050-50B2-454F-B5EF-A7ABFEC41136,DISABLING,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,35,2017,LEXS
MCP33290025,230061702,Montgomery County Police,Property Damage Crash,10/20/2023 19:10,HEAD ON LEFT TURN,ED199A1E-B048-4856-9672-FD6445068552,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,6FFCDAFA-6AC4-482A-8ABC-C07827C5D644,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,2020,TOYT
MCP3163006B,230069499,Montgomery County Police,Injury Crash,12/2/2023 15:36,SAME DIRECTION SIDESWIPE,265F5A2E-9B04-4CB7-BBFB-A96C401A23A0,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,04CDCCDB-B5A0-4838-984F-88CCE6D9E7B3,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,2008,HOND
MCP2641003F,230060784,Montgomery County Police,Property Damage Crash,10/16/2023 8:00,SAME DIR REAR END,54EF7410-A6C5-4EDD-942F-BC0DABE26C9D,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6DFB928D-C0A1-46FE-80F3-4BA7F3684AF8,DISABLING,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,40,2023,NISSAN
EJ7871006K,230052322,Gaithersburg Police Depar,Injury Crash,8/30/2023 20:16,STRAIGHT MOVEMENT ANGLE,333A433B-9E79-4A89-9E41-40FC853A05EB,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,XX,EBBB954E-4CA7-4180-B5F3-280A16FE4DBF,DISABLING,TEN OCLOCK,PASSENGER CAR,ACCELERATING,North,35,2002,ISU
MCP28530092,230051884,Montgomery County Police,Property Damage Crash,8/28/2023 16:48,OTHER,2C2EC31C-531B-447D-9C77-FEF6A6035FA6,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,XX,AB0033D3-B8A3-4A71-8038-D9B8A24A0798,UNKNOWN,TWELVE OCLOCK,PASSENGER CAR,OTHER,Unknown,15,2021,HYUNDAI
MCP2863002Q,230024281,Montgomery County Police,Property Damage Crash,5/20/2023 21:00,SAME DIR REAR END,69A1D22F-1FC4-44D4-9011-840B6268C864,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,788C4D09-68FD-4EE8-A251-3A691FF92C96,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,35,2019,HONDA
MCP2438003H,230051490,Montgomery County Police,Property Damage Crash,8/26/2023 13:57,HEAD ON LEFT TURN,2A0A1FB6-5CDB-4974-9161-77861ED33A57,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,95DA181C-AEE1-40D2-981D-48283B7FB450,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,35,2018,CADILLAC
MCP3031004Z,230064573,Montgomery County Police,Property Damage Crash,11/5/2023 17:50,SAME DIR REAR END,D186917A-30D2-40BA-A355-C8E931F74A7A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B0371E49-40D9-4565-AA78-98FB536509D3,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,35,2023,JEEP
MCP2875007D,230033398,Montgomery County Police,Injury Crash,7/13/2023 15:52,HEAD ON LEFT TURN,1FCEC26F-72FC-43E7-BDEF-6B29140D5B2F,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,213E4F46-82C2-4FDD-8981-0BF986D54C9F,DISABLING,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,West,30,2007,CHEVROLET
MCP3010008F,230034738,Montgomery County Police,Property Damage Crash,7/21/2023 12:09,SAME DIRECTION SIDESWIPE,1D1A077B-016E-4C78-A819-C12AF6917E11,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,9B91BDF8-0E3F-4F64-B2CE-4060E77F7033,FUNCTIONAL,TEN OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,35,2022,DODGE
DD5662000K,230060764,Rockville Police Departme,Property Damage Crash,10/15/2023 22:23,HEAD ON LEFT TURN,420282D4-9014-4775-84DC-2A5CF178D346,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D7EBDE52-F243-486D-AA9B-5526348A7F22,DESTROYED,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,35,2016,ACUR
MCP2009002N,230071104,Montgomery County Police,Property Damage Crash,12/11/2023 13:50,SAME DIRECTION LEFT TURN,97164A3F-20A2-4E28-84D5-DD6AB2F72969,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,8BAAA7A5-D127-4158-99A2-D70CA9573646,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,30,2011,TOYOTA
MCP31230066,230049088,Montgomery County Police,Injury Crash,8/12/2023 12:09,STRAIGHT MOVEMENT ANGLE,A805BF91-B881-42F9-91F9-4B9037BDDB95,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,4C51C3C7-7F1E-4382-870A-02722752596D,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,2019,SUBARU
MCP33200022,230050741,Montgomery County Police,Property Damage Crash,8/22/2023 17:20,SAME DIRECTION LEFT TURN,FFA08B97-B23A-4527-A76E-70F44667054D,Yes,NO APPARENT INJURY,"BACKUP DUE TO REGULAR CONGESTION, N/A",OTHER DISTRACTION,MD,5021F473-44A1-4019-8907-558BAA30368F,DISABLING,NINE OCLOCK,PASSENGER CAR,CHANGING LANES,North,35,1999,TOYT
MCP2231000Y,15006759,Montgomery County Police,Property Damage Crash,2/10/2015 11:15,UNKNOWN,255128DE-FD26-4395-BA30-19B74F0B2231,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,FB9D5F71-F54A-42F4-8D6F-80729F17585B,UNKNOWN,TWO OCLOCK,PICKUP TRUCK,PARKING,Unknown,0,2008,HONDA
MCP3339002W,230061824,Montgomery County Police,Injury Crash,10/21/2023 14:15,HEAD ON,99705EAA-AA3A-4BC3-A0F4-7EE69A2080F5,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,657DF917-6C01-4BC6-8FE3-C3BA2CFDB7E1,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,25,2006,ACURA
MCP2693000Z,15048879,MONTGOMERY,Property Damage Crash,9/26/2015 15:41,OTHER,2764DD8E-D36A-41E7-9EAB-7D14EF93256B,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,BA5BB866-426F-4D6B-80A1-76D17D58E2DA,FUNCTIONAL,NINE OCLOCK,PASSENGER CAR,PARKED,,15,2007,HONDA
MCP27230086,230070689,Montgomery County Police,Injury Crash,12/8/2023 20:12,SINGLE VEHICLE,22FCA07A-703D-4928-85B5-9D3B1BEA85DB,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,731A5F4F-4686-4F37-A17C-2395FAC5B6FF,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,10,2021,TOYOTA
MCP26080054,230035307,Montgomery County Police,Property Damage Crash,7/24/2023 21:16,HEAD ON,3506970D-D016-499F-8E5F-EDF2348E919E,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7909C0F6-14D6-4E8B-A0A9-6732DDD60038,NO DAMAGE,NON-COLLISION,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2000,HONDA
MCP285900DW,230055205,Montgomery County Police,Property Damage Crash,9/16/2023 9:30,SAME DIR REAR END,0579354F-A540-4C21-990D-1C85AB75CD0B,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,DF53E3B7-DDB2-4BF7-B9B2-927D97FB13BB,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2015,HYUN
MCP120500B2,230066639,Montgomery County Police,Property Damage Crash,11/16/2023 8:52,OTHER,734B3ACB-F547-4DE2-A91D-C356B0505761,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,3E5B3795-13A9-4388-8354-ECD78DD36C22,SUPERFICIAL,SEVEN OCLOCK,TRANSIT BUS,MAKING LEFT TURN,South,25,2016,GILL
DD56630009,230062941,Rockville Police Departme,Injury Crash,10/25/2023 12:25,SAME DIR REAR END,7E7DB923-7F3D-4BF7-AE6C-D1C7B9ED59F4,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,49DA9CF6-0F86-4491-92B2-E97D2C774C31,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,35,2022,KIA
EJ7885001H,210037830,Gaithersburg Police Depar,Property Damage Crash,9/23/2021 11:32,OTHER,BEBC96CF-F8E3-4B25-9E15-CD336A7849A8,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,0613E875-73FE-46E4-B0D3-0075057AFEA6,UNKNOWN,SIX OCLOCK,,BACKING,West,10,0,UNKNOWN
MCP23510055,230065072,Montgomery County Police,Injury Crash,11/8/2023 9:09,HEAD ON,5C9FB353-F768-4DD4-9680-6CB5410A7A42,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D146629B-71EF-4F84-B619-76785D83FD21,FUNCTIONAL,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,East,25,2021,CHEVROLET
MCP2894001J,15064193,MONTGOMERY,Property Damage Crash,12/14/2015 9:00,UNKNOWN,8CDED6DC-83DC-4EB0-BE58-E18947F9D6E6,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,4FA2D965-5397-409A-A889-C09246619E9F,UNKNOWN,UNKNOWN,,PASSING,Unknown,25,0,UNKNOWN
MCP3350000W,230050067,Montgomery County Police,Injury Crash,8/18/2023 8:30,SAME DIR REAR END,6503E864-8B32-4B08-A491-1C1D92D833D9,Yes,POSSIBLE INJURY,N/A,OTHER DISTRACTION,MD,7AB549BF-C0FA-4834-B022-E5C70F34565E,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,2013,HONDA
